timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1723641048428,1,HTTP Request,200,OK,script_1 1-8,text,true,,6969,689,10,10,http://localhost/banking/customer_reg_form.php,1,0,0
1723641048429,6,HTTP Request,200,OK,script_1 1-8,text,true,,11525,2000,10,10,http://localhost/banking/cust_regfrm_confirm.php,3,0,0
1723641048429,3,HTTP Request-0,302,Found,script_1 1-8,text,true,,7175,1141,10,10,http://localhost/banking/customer_reg_form.php,3,0,0
1723641048433,2,HTTP Request-1,200,OK,script_1 1-8,text,true,,4350,859,10,10,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641048435,2,HTTP Request,200,OK,script_1 1-8,text,true,,4350,784,10,10,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641048437,9,Tnx_03_view_acc_details_n_submit,200,"Number of samples in transaction : 2, number of failing samples : 0",script_1 1-8,,true,,10985,1628,10,10,null,0,1,0
1723641048437,7,HTTP Request,200,OK,script_1 1-8,text,true,,4585,902,10,10,http://localhost/banking/cust_regfrm_confirm.php,7,0,0
1723641048445,2,HTTP Request,200,OK,script_1 1-8,text,true,,6400,726,10,10,http://localhost/banking/index.php,2,0,0
1723641078416,6,Tnx_01_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",script_1 1-7,,true,,6401,651,10,10,null,0,0,4
1723641078416,6,HTTP Request,200,OK,script_1 1-7,text,true,,6401,651,10,10,http://localhost/banking/,6,0,4
1723641078422,23,Tnx_02_Click_open_Acc,200,"Number of samples in transaction : 3, number of failing samples : 0",script_1 1-7,,true,,22844,3473,10,10,null,0,41,0
1723641078422,2,HTTP Request,200,OK,script_1 1-7,text,true,,6969,689,10,10,http://localhost/banking/customer_reg_form.php,1,0,0
1723641078424,16,HTTP Request,200,OK,script_1 1-7,text,true,,11525,2000,10,10,http://localhost/banking/cust_regfrm_confirm.php,13,0,0
1723641078424,13,HTTP Request-0,302,Found,script_1 1-7,text,true,,7175,1141,10,10,http://localhost/banking/customer_reg_form.php,13,0,0
1723641078437,3,HTTP Request-1,200,OK,script_1 1-7,text,true,,4350,859,10,10,http://localhost/banking/cust_regfrm_confirm.php,3,0,0
1723641078441,5,HTTP Request,200,OK,script_1 1-7,text,true,,4350,784,10,10,http://localhost/banking/cust_regfrm_confirm.php,5,0,0
1723641078519,8,Tnx_03_view_acc_details_n_submit,200,"Number of samples in transaction : 2, number of failing samples : 0",script_1 1-7,,true,,10985,1628,10,10,null,0,2,0
1723641078520,6,HTTP Request,200,OK,script_1 1-7,text,true,,4585,902,10,10,http://localhost/banking/cust_regfrm_confirm.php,6,0,0
1723641078527,2,HTTP Request,200,OK,script_1 1-7,text,true,,6400,726,10,10,http://localhost/banking/index.php,2,0,0
1723641108412,3,Tnx_01_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",script_1 1-6,,true,,6401,651,9,9,null,0,2,0
1723641108414,3,HTTP Request,200,OK,script_1 1-6,text,true,,6401,651,9,9,http://localhost/banking/,3,0,0
1723641108417,14,Tnx_02_Click_open_Acc,200,"Number of samples in transaction : 3, number of failing samples : 0",script_1 1-6,,true,,22852,3477,9,9,null,0,0,0
1723641108417,1,HTTP Request,200,OK,script_1 1-6,text,true,,6969,689,9,9,http://localhost/banking/customer_reg_form.php,1,0,0
1723641108418,9,HTTP Request,200,OK,script_1 1-6,text,true,,11529,2004,9,9,http://localhost/banking/cust_regfrm_confirm.php,4,0,0
1723641108418,4,HTTP Request-0,302,Found,script_1 1-6,text,true,,7175,1145,9,9,http://localhost/banking/customer_reg_form.php,4,0,0
1723641108422,5,HTTP Request-1,200,OK,script_1 1-6,text,true,,4354,859,9,9,http://localhost/banking/cust_regfrm_confirm.php,5,0,0
1723641108427,4,HTTP Request,200,OK,script_1 1-6,text,true,,4354,784,9,9,http://localhost/banking/cust_regfrm_confirm.php,4,0,0
1723641108431,19,Tnx_03_view_acc_details_n_submit,200,"Number of samples in transaction : 2, number of failing samples : 0",script_1 1-6,,true,,10989,1628,9,9,null,0,1,0
1723641108431,16,HTTP Request,200,OK,script_1 1-6,text,true,,4589,902,9,9,http://localhost/banking/cust_regfrm_confirm.php,16,0,0
1723641108448,3,HTTP Request,200,OK,script_1 1-6,text,true,,6400,726,9,9,http://localhost/banking/index.php,3,0,0
1723641138471,2,Tnx_01_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",script_1 1-5,,true,,6401,651,8,8,null,0,0,1
1723641138471,2,HTTP Request,200,OK,script_1 1-5,text,true,,6401,651,8,8,http://localhost/banking/,2,0,1
1723641138473,5,Tnx_02_Click_open_Acc,200,"Number of samples in transaction : 3, number of failing samples : 0",script_1 1-5,,true,,22834,3468,8,8,null,0,2,0
1723641138473,1,HTTP Request,200,OK,script_1 1-5,text,true,,6969,689,8,8,http://localhost/banking/customer_reg_form.php,1,0,0
1723641138475,3,HTTP Request,200,OK,script_1 1-5,text,true,,11520,1995,8,8,http://localhost/banking/cust_regfrm_confirm.php,1,0,0
1723641138475,1,HTTP Request-0,302,Found,script_1 1-5,text,true,,7175,1136,8,8,http://localhost/banking/customer_reg_form.php,1,0,0
1723641138476,2,HTTP Request-1,200,OK,script_1 1-5,text,true,,4345,859,8,8,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641138479,1,HTTP Request,200,OK,script_1 1-5,text,true,,4345,784,8,8,http://localhost/banking/cust_regfrm_confirm.php,1,0,0
1723641138480,16,Tnx_03_view_acc_details_n_submit,200,"Number of samples in transaction : 2, number of failing samples : 0",script_1 1-5,,true,,10980,1628,8,8,null,0,1,0
1723641138480,15,HTTP Request,200,OK,script_1 1-5,text,true,,4580,902,8,8,http://localhost/banking/cust_regfrm_confirm.php,15,0,0
1723641138496,1,HTTP Request,200,OK,script_1 1-5,text,true,,6400,726,8,8,http://localhost/banking/index.php,1,0,0
1723641168426,2,Tnx_01_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",script_1 1-4,,true,,6401,651,7,7,null,0,0,1
1723641168426,2,HTTP Request,200,OK,script_1 1-4,text,true,,6401,651,7,7,http://localhost/banking/,2,0,1
1723641168428,8,Tnx_02_Click_open_Acc,200,"Number of samples in transaction : 3, number of failing samples : 0",script_1 1-4,,true,,22842,3472,7,7,null,0,1,0
1723641168428,1,HTTP Request,200,OK,script_1 1-4,text,true,,6969,689,7,7,http://localhost/banking/customer_reg_form.php,1,0,0
1723641168430,5,HTTP Request,200,OK,script_1 1-4,text,true,,11524,1999,7,7,http://localhost/banking/cust_regfrm_confirm.php,3,0,0
1723641168430,3,HTTP Request-0,302,Found,script_1 1-4,text,true,,7175,1140,7,7,http://localhost/banking/customer_reg_form.php,3,0,0
1723641168433,2,HTTP Request-1,200,OK,script_1 1-4,text,true,,4349,859,7,7,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641168435,2,HTTP Request,200,OK,script_1 1-4,text,true,,4349,784,7,7,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641168437,8,Tnx_03_view_acc_details_n_submit,200,"Number of samples in transaction : 2, number of failing samples : 0",script_1 1-4,,true,,10984,1628,7,7,null,0,2,0
1723641168437,7,HTTP Request,200,OK,script_1 1-4,text,true,,4584,902,7,7,http://localhost/banking/cust_regfrm_confirm.php,7,0,0
1723641168446,1,HTTP Request,200,OK,script_1 1-4,text,true,,6400,726,7,7,http://localhost/banking/index.php,1,0,0
1723641198411,2,Tnx_01_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",script_1 1-3,,true,,6401,651,6,6,null,0,1,1
1723641198412,2,HTTP Request,200,OK,script_1 1-3,text,true,,6401,651,6,6,http://localhost/banking/,2,0,1
1723641198414,8,Tnx_02_Click_open_Acc,200,"Number of samples in transaction : 3, number of failing samples : 0",script_1 1-3,,true,,22834,3468,6,6,null,0,0,0
1723641198414,2,HTTP Request,200,OK,script_1 1-3,text,true,,6969,689,6,6,http://localhost/banking/customer_reg_form.php,2,0,0
1723641198416,4,HTTP Request,200,OK,script_1 1-3,text,true,,11520,1995,6,6,http://localhost/banking/cust_regfrm_confirm.php,1,0,0
1723641198416,1,HTTP Request-0,302,Found,script_1 1-3,text,true,,7175,1136,6,6,http://localhost/banking/customer_reg_form.php,1,0,0
1723641198418,2,HTTP Request-1,200,OK,script_1 1-3,text,true,,4345,859,6,6,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641198420,2,HTTP Request,200,OK,script_1 1-3,text,true,,4345,784,6,6,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641198422,7,Tnx_03_view_acc_details_n_submit,200,"Number of samples in transaction : 2, number of failing samples : 0",script_1 1-3,,true,,10980,1628,6,6,null,0,2,0
1723641198422,6,HTTP Request,200,OK,script_1 1-3,text,true,,4580,902,6,6,http://localhost/banking/cust_regfrm_confirm.php,6,0,0
1723641198430,1,HTTP Request,200,OK,script_1 1-3,text,true,,6400,726,6,6,http://localhost/banking/index.php,1,0,0
1723641228454,3,Tnx_01_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",script_1 1-2,,true,,6401,651,5,5,null,0,0,1
1723641228454,3,HTTP Request,200,OK,script_1 1-2,text,true,,6401,651,5,5,http://localhost/banking/,2,0,1
1723641228457,5,Tnx_02_Click_open_Acc,200,"Number of samples in transaction : 3, number of failing samples : 0",script_1 1-2,,true,,22842,3472,5,5,null,0,1,0
1723641228457,1,HTTP Request,200,OK,script_1 1-2,text,true,,6969,689,5,5,http://localhost/banking/customer_reg_form.php,1,0,0
1723641228458,3,HTTP Request,200,OK,script_1 1-2,text,true,,11524,1999,5,5,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641228458,2,HTTP Request-0,302,Found,script_1 1-2,text,true,,7175,1140,5,5,http://localhost/banking/customer_reg_form.php,2,0,0
1723641228460,1,HTTP Request-1,200,OK,script_1 1-2,text,true,,4349,859,5,5,http://localhost/banking/cust_regfrm_confirm.php,1,0,0
1723641228462,1,HTTP Request,200,OK,script_1 1-2,text,true,,4349,784,5,5,http://localhost/banking/cust_regfrm_confirm.php,1,0,0
1723641228463,16,Tnx_03_view_acc_details_n_submit,200,"Number of samples in transaction : 2, number of failing samples : 0",script_1 1-2,,true,,10984,1628,5,5,null,0,2,0
1723641228463,15,HTTP Request,200,OK,script_1 1-2,text,true,,4584,902,5,5,http://localhost/banking/cust_regfrm_confirm.php,15,0,0
1723641228480,1,HTTP Request,200,OK,script_1 1-2,text,true,,6400,726,5,5,http://localhost/banking/index.php,1,0,0
1723641258406,2,Tnx_01_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",script_1 1-1,,true,,6401,651,4,4,null,0,0,1
1723641258406,2,HTTP Request,200,OK,script_1 1-1,text,true,,6401,651,4,4,http://localhost/banking/,2,0,1
1723641258408,7,Tnx_02_Click_open_Acc,200,"Number of samples in transaction : 3, number of failing samples : 0",script_1 1-1,,true,,22852,3477,4,4,null,0,0,0
1723641258408,2,HTTP Request,200,OK,script_1 1-1,text,true,,6969,689,4,4,http://localhost/banking/customer_reg_form.php,2,0,0
1723641258410,3,HTTP Request,200,OK,script_1 1-1,text,true,,11529,2004,4,4,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641258410,2,HTTP Request-0,302,Found,script_1 1-1,text,true,,7175,1145,4,4,http://localhost/banking/customer_reg_form.php,2,0,0
1723641258412,1,HTTP Request-1,200,OK,script_1 1-1,text,true,,4354,859,4,4,http://localhost/banking/cust_regfrm_confirm.php,1,0,0
1723641258413,2,HTTP Request,200,OK,script_1 1-1,text,true,,4354,784,4,4,http://localhost/banking/cust_regfrm_confirm.php,2,0,0
1723641258415,18,Tnx_03_view_acc_details_n_submit,200,"Number of samples in transaction : 2, number of failing samples : 0",script_1 1-1,,true,,10989,1628,4,4,null,0,1,0
1723641258415,16,HTTP Request,200,OK,script_1 1-1,text,true,,4589,902,4,4,http://localhost/banking/cust_regfrm_confirm.php,16,0,0
1723641258432,2,HTTP Request,200,OK,script_1 1-1,text,true,,6400,726,4,4,http://localhost/banking/index.php,2,0,0
